TransactionID,Date,CustomerID,ItemsPurchased,TotalAmount,StoreLocation,PaymentMethod,PurchaseCategory,DiscountApplied,TimeOfDay
262,2024-11-10,C7329,"Milk, Fruits, Rice, Eggs",183.65,Suburbs,Debit Card,Household,True,Night
263,2024-10-23,C6756,"Rice, Cheese, Butter, Chicken",63.26,Rural,Cash,Electronics,True,Night
264,2024-03-24,C3294,"Bread, Rice, Fruits, Milk, Pasta",194.84,Downtown,Mobile Payment,Groceries,True,Morning
265,2024-02-27,C7972,"Milk, Fruits, Rice",101.61,Suburbs,Cash,Electronics,False,Afternoon
266,2024-04-02,C8213,"Rice, Vegetables, Butter",79.04,Suburbs,Cash,Books,True,Night
267,2024-10-17,C1418,"Eggs, Fruits",107.93,Mall,Mobile Payment,Books,False,Morning
268,2024-06-20,C7230,"Cheese, Fruits, Chicken, Vegetables, Pasta",55.11,Rural,Credit Card,Clothing,False,Night
269,2024-03-06,C1300,"Rice, Cheese, Bread",38.94,Mall,Credit Card,Household,False,Morning
270,2024-09-14,C4619,"Bread, Pasta",46.37,Downtown,Credit Card,Groceries,False,Afternoon
271,2024-11-21,C5616,"Chicken, Butter, Cheese",16.84,Suburbs,Credit Card,Books,True,Night
272,2024-08-13,C2171,"Bread, Vegetables",77.35,Suburbs,Mobile Payment,Books,False,Night
273,2024-11-03,C9792,"Milk, Rice, Cheese, Bread",190.23,Mall,Cash,Electronics,True,Night
274,2024-12-02,C5863,"Milk, Eggs, Fruits",144.19,Rural,Debit Card,Groceries,False,Afternoon
275,2024-08-25,C4057,"Pasta, Rice, Eggs, Fruits, Vegetables",27.58,Downtown,Mobile Payment,Books,True,Night
276,2024-09-30,C2777,"Butter, Rice, Cheese",195.69,Downtown,Mobile Payment,Clothing,True,Morning
277,2024-07-10,C9307,Chicken,191.15,Rural,Mobile Payment,Electronics,False,Evening
278,2024-04-18,C5469,"Vegetables, Butter, Milk",121.82,Mall,Debit Card,Electronics,True,Afternoon
279,2024-05-14,C9585,Fruits,118.03,Rural,Mobile Payment,Books,True,Night
280,2024-04-03,C4397,"Fruits, Rice",61.55,Downtown,Mobile Payment,Clothing,False,Morning
281,2024-10-16,C3804,"Butter, Fruits, Chicken",110.04,Rural,Cash,Electronics,False,Morning
282,2024-01-11,C2270,"Chicken, Milk",27.69,Suburbs,Mobile Payment,Clothing,True,Morning
283,2024-05-28,C6353,Milk,138.97,Mall,Debit Card,Household,False,Morning
284,2024-11-11,C6048,"Eggs, Chicken, Pasta, Milk",45.14,Rural,Credit Card,Clothing,True,Morning
285,2024-03-06,C5437,Vegetables,55.2,Mall,Credit Card,Electronics,False,Evening
286,2024-05-01,C9374,"Milk, Cheese, Rice",119.3,Rural,Cash,Electronics,False,Afternoon
287,2024-11-22,C3849,Cheese,9.82,Mall,Cash,Groceries,True,Evening
288,2024-03-18,C7345,"Rice, Vegetables",19.59,Rural,Mobile Payment,Books,True,Morning
289,2024-11-15,C6571,"Milk, Vegetables, Butter, Fruits",113.01,Mall,Cash,Books,False,Morning
290,2024-03-27,C8117,Bread,76.27,Suburbs,Credit Card,Electronics,True,Afternoon
291,2024-07-17,C5233,Bread,98.48,Suburbs,Cash,Books,False,Morning
292,2024-08-27,C9974,"Vegetables, Rice, Eggs, Chicken",55.04,Rural,Debit Card,Electronics,False,Night
293,2024-05-18,C6202,Cheese,195.79,Rural,Cash,Clothing,True,Morning
294,2024-05-14,C1480,"Bread, Pasta, Vegetables",197.83,Downtown,Cash,Books,False,Night
295,2024-01-26,C8227,Eggs,156.48,Suburbs,Credit Card,Electronics,False,Morning
296,2024-07-02,C3314,"Rice, Butter",56.4,Suburbs,Mobile Payment,Electronics,False,Night
297,2024-07-10,C8555,"Vegetables, Rice",58.89,Rural,Cash,Electronics,False,Afternoon
298,2024-07-23,C8469,Rice,41.34,Mall,Mobile Payment,Electronics,True,Night
299,2024-08-12,C5818,"Eggs, Bread, Vegetables",144.06,Rural,Mobile Payment,Groceries,True,Night
300,2024-06-15,C9949,"Chicken, Butter",28.9,Downtown,Credit Card,Clothing,False,Morning
301,2024-11-30,C8722,"Milk, Chicken",141.1,Rural,Credit Card,Electronics,True,Night
302,2024-01-03,C9022,"Eggs, Milk",159.56,Downtown,Cash,Clothing,False,Afternoon
303,2024-04-29,C2078,"Eggs, Vegetables, Pasta, Butter, Milk",51.22,Downtown,Debit Card,Household,False,Morning
304,2024-05-07,C8838,"Vegetables, Chicken, Fruits, Eggs, Pasta",80.59,Suburbs,Cash,Household,False,Afternoon
305,2024-03-24,C3520,"Bread, Rice, Fruits, Pasta",60.65,Mall,Mobile Payment,Books,True,Night
306,2024-01-06,C6089,"Butter, Rice, Pasta, Eggs",198.74,Suburbs,Mobile Payment,Electronics,False,Evening
307,2024-11-23,C8102,"Cheese, Milk, Pasta, Chicken, Rice",181.03,Rural,Credit Card,Clothing,True,Afternoon
308,2024-08-19,C1581,Rice,97.69,Rural,Credit Card,Clothing,False,Morning
309,2024-08-01,C4083,"Cheese, Milk",167.39,Downtown,Credit Card,Household,False,Evening
310,2024-02-11,C7363,"Eggs, Rice, Butter, Fruits",49.3,Downtown,Debit Card,Clothing,False,Morning
311,2024-08-20,C5127,"Pasta, Milk, Butter, Fruits, Rice",133.0,Mall,Credit Card,Household,False,Evening
312,2024-02-16,C5764,Pasta,149.54,Rural,Debit Card,Household,True,Morning
313,2024-03-18,C3450,"Cheese, Butter",111.65,Mall,Debit Card,Clothing,True,Night
314,2024-01-18,C1420,"Vegetables, Eggs, Pasta, Butter",80.85,Rural,Cash,Books,True,Morning
315,2024-09-26,C6623,"Butter, Milk, Eggs",48.68,Downtown,Cash,Household,True,Afternoon
316,2024-11-08,C8573,"Rice, Milk",119.64,Suburbs,Credit Card,Groceries,False,Evening
317,2024-07-18,C8785,"Bread, Cheese, Vegetables, Fruits",164.68,Suburbs,Debit Card,Electronics,True,Evening
318,2024-06-08,C6424,"Vegetables, Pasta, Eggs, Milk, Butter",105.48,Downtown,Mobile Payment,Groceries,True,Night
319,2024-08-13,C2061,"Rice, Bread",5.54,Mall,Credit Card,Clothing,True,Evening
320,2024-05-18,C8211,Milk,192.86,Rural,Credit Card,Clothing,True,Morning
321,2024-01-31,C5810,"Bread, Pasta, Chicken",50.34,Suburbs,Debit Card,Books,False,Night
322,2024-05-01,C8248,"Bread, Rice, Fruits, Chicken",13.42,Suburbs,Credit Card,Books,True,Afternoon
323,2024-11-09,C2391,"Vegetables, Cheese, Butter, Chicken",30.05,Downtown,Debit Card,Electronics,False,Morning
324,2024-04-16,C2440,"Eggs, Milk",23.15,Rural,Credit Card,Books,False,Afternoon
325,2024-11-08,C4347,"Milk, Rice, Fruits, Bread",189.96,Rural,Mobile Payment,Clothing,True,Evening
326,2024-01-22,C4409,Vegetables,197.88,Downtown,Mobile Payment,Groceries,False,Morning
327,2024-11-27,C8364,Vegetables,105.94,Downtown,Credit Card,Household,False,Afternoon
328,2024-03-17,C3756,"Bread, Chicken, Eggs, Fruits",105.24,Suburbs,Credit Card,Electronics,True,Morning
329,2024-11-28,C1363,"Fruits, Eggs, Pasta, Rice, Vegetables",127.46,Mall,Credit Card,Electronics,False,Morning
330,2024-07-23,C9025,"Bread, Chicken, Vegetables, Rice",161.8,Downtown,Mobile Payment,Groceries,True,Morning
331,2024-02-05,C9129,Butter,151.48,Rural,Debit Card,Clothing,False,Afternoon
332,2024-05-26,C6786,Rice,153.14,Mall,Debit Card,Groceries,False,Afternoon
333,2024-01-30,C9445,Chicken,154.65,Rural,Mobile Payment,Clothing,False,Evening
334,2024-07-06,C3803,"Eggs, Rice, Pasta",13.69,Downtown,Cash,Household,False,Afternoon
335,2024-06-05,C6473,"Pasta, Rice, Butter, Bread",61.37,Suburbs,Debit Card,Groceries,True,Morning
336,2024-03-12,C2226,"Vegetables, Chicken, Fruits",199.18,Mall,Cash,Electronics,False,Morning
337,2024-10-30,C6068,"Pasta, Bread",26.93,Rural,Cash,Books,False,Evening
338,2024-08-09,C4133,Milk,104.45,Mall,Debit Card,Clothing,True,Afternoon
339,2024-07-11,C9189,"Pasta, Vegetables, Fruits",88.94,Rural,Credit Card,Clothing,True,Morning
340,2024-02-28,C5563,"Chicken, Fruits, Cheese, Butter, Rice",62.69,Suburbs,Mobile Payment,Groceries,False,Afternoon
341,2024-07-15,C4558,"Vegetables, Fruits",58.75,Rural,Mobile Payment,Clothing,False,Evening
342,2024-05-01,C8444,"Cheese, Rice, Eggs, Milk, Pasta",74.49,Downtown,Credit Card,Household,True,Afternoon
343,2024-09-04,C9977,"Pasta, Bread, Butter, Milk",93.09,Mall,Credit Card,Books,False,Morning
344,2024-11-23,C2561,"Pasta, Fruits, Cheese, Vegetables, Bread",22.07,Downtown,Cash,Electronics,False,Evening
345,2024-07-21,C7788,Butter,198.09,Downtown,Mobile Payment,Household,False,Night
346,2024-02-20,C2586,"Rice, Bread",73.19,Rural,Credit Card,Clothing,False,Afternoon
347,2024-02-01,C6857,Bread,133.96,Mall,Cash,Books,True,Afternoon
348,2024-09-24,C5982,"Chicken, Bread, Cheese, Fruits, Butter",22.97,Suburbs,Credit Card,Clothing,False,Night
349,2024-01-17,C9688,"Vegetables, Butter, Cheese",108.15,Downtown,Mobile Payment,Books,True,Night
350,2024-07-02,C2743,"Pasta, Rice",118.59,Mall,Credit Card,Books,True,Afternoon
351,2024-12-02,C1498,"Pasta, Fruits, Cheese",34.56,Mall,Cash,Books,True,Afternoon
352,2024-02-05,C8206,"Eggs, Chicken, Fruits, Cheese",20.96,Downtown,Mobile Payment,Electronics,True,Afternoon
353,2024-03-07,C3452,"Fruits, Eggs, Bread, Butter",155.71,Suburbs,Credit Card,Groceries,False,Morning
354,2024-12-03,C4840,"Chicken, Vegetables, Butter, Bread, Rice",159.52,Suburbs,Credit Card,Clothing,True,Afternoon
355,2024-08-09,C3759,"Milk, Cheese, Fruits",172.09,Mall,Credit Card,Clothing,False,Evening
356,2024-01-31,C7337,"Butter, Eggs, Rice",43.99,Suburbs,Credit Card,Clothing,True,Night
357,2024-04-16,C1906,"Bread, Eggs",158.58,Suburbs,Credit Card,Groceries,True,Morning
358,2024-07-04,C1199,Bread,72.11,Downtown,Debit Card,Electronics,False,Afternoon
359,2024-02-20,C2418,"Fruits, Chicken, Butter, Vegetables, Bread",179.07,Downtown,Credit Card,Groceries,True,Evening
360,2024-06-07,C8855,"Vegetables, Butter, Pasta, Chicken, Cheese",197.31,Mall,Credit Card,Household,True,Evening
361,2024-04-21,C7142,Bread,75.93,Rural,Debit Card,Household,False,Morning
362,2024-08-19,C4035,Pasta,174.84,Suburbs,Cash,Clothing,True,Night
363,2024-03-21,C8915,"Rice, Chicken, Vegetables, Pasta",82.1,Rural,Debit Card,Electronics,True,Evening
364,2024-09-04,C1081,"Fruits, Vegetables, Milk, Bread, Eggs",115.63,Downtown,Cash,Electronics,False,Morning
365,2024-10-03,C9596,"Butter, Vegetables, Rice",46.19,Rural,Cash,Books,True,Evening
366,2024-05-15,C6585,"Cheese, Eggs, Milk, Chicken, Rice",145.72,Downtown,Credit Card,Clothing,False,Afternoon
367,2024-05-29,C2387,"Fruits, Butter",43.38,Mall,Credit Card,Groceries,False,Afternoon
368,2024-04-29,C7016,"Vegetables, Bread, Butter",40.64,Downtown,Credit Card,Groceries,False,Night
369,2024-11-18,C4482,"Milk, Fruits, Eggs, Butter, Vegetables",147.72,Mall,Credit Card,Clothing,True,Morning
370,2024-05-12,C2326,"Fruits, Butter, Rice, Bread",112.19,Rural,Cash,Electronics,False,Afternoon
371,2024-09-30,C1659,Bread,9.11,Mall,Debit Card,Groceries,True,Afternoon
372,2024-06-15,C3282,"Bread, Milk, Chicken, Fruits",15.03,Rural,Mobile Payment,Books,True,Afternoon
373,2024-08-03,C4144,"Rice, Bread",34.4,Downtown,Debit Card,Books,False,Afternoon
374,2024-02-14,C1108,"Chicken, Pasta, Cheese",11.75,Suburbs,Debit Card,Electronics,False,Morning
375,2024-02-04,C4458,"Milk, Butter, Eggs, Pasta, Rice",113.19,Downtown,Mobile Payment,Household,False,Morning
376,2024-03-01,C6376,"Vegetables, Bread, Cheese, Chicken, Butter",31.89,Downtown,Mobile Payment,Clothing,False,Morning
377,2024-09-04,C6221,Rice,87.16,Suburbs,Cash,Clothing,True,Evening
378,2024-01-14,C9536,"Bread, Butter, Rice, Pasta, Vegetables",52.64,Suburbs,Mobile Payment,Household,False,Evening
379,2024-02-17,C6826,"Butter, Eggs",144.63,Suburbs,Debit Card,Electronics,False,Evening
380,2024-06-22,C4787,"Fruits, Vegetables, Eggs, Butter",118.93,Downtown,Credit Card,Clothing,True,Evening
381,2024-04-02,C9925,"Milk, Cheese",146.59,Downtown,Debit Card,Books,True,Evening
382,2024-05-18,C8430,"Pasta, Eggs, Vegetables, Cheese, Fruits",62.01,Mall,Mobile Payment,Books,False,Afternoon
383,2024-06-16,C4556,"Bread, Rice, Chicken, Butter",103.35,Rural,Credit Card,Electronics,False,Morning
384,2024-01-06,C8134,"Eggs, Fruits",54.67,Rural,Cash,Household,True,Evening
385,2024-03-13,C9638,"Bread, Pasta, Butter",83.46,Mall,Cash,Electronics,True,Morning
386,2024-10-24,C7359,"Eggs, Cheese",196.55,Suburbs,Debit Card,Clothing,False,Afternoon
387,2024-10-24,C4800,"Milk, Bread, Butter, Rice",58.38,Downtown,Debit Card,Books,True,Evening
388,2024-04-12,C2760,"Bread, Chicken, Vegetables",164.59,Mall,Mobile Payment,Household,True,Evening
389,2024-06-19,C7245,"Eggs, Bread",76.86,Rural,Debit Card,Groceries,True,Morning
390,2024-05-24,C2738,"Pasta, Cheese, Vegetables, Rice, Eggs",50.93,Suburbs,Debit Card,Electronics,False,Afternoon
391,2024-03-05,C4026,"Fruits, Eggs, Rice, Chicken, Bread",160.05,Suburbs,Mobile Payment,Electronics,False,Afternoon
392,2024-07-26,C2782,"Pasta, Vegetables, Rice",77.21,Rural,Debit Card,Household,True,Evening
393,2024-11-23,C3276,"Butter, Fruits, Pasta, Chicken",158.6,Downtown,Debit Card,Books,True,Night
394,2024-07-20,C4310,"Cheese, Eggs, Rice, Bread, Pasta",82.3,Mall,Credit Card,Household,False,Morning
395,2024-09-24,C2156,"Eggs, Fruits, Rice",181.87,Downtown,Mobile Payment,Groceries,False,Evening
396,2024-11-08,C8904,"Pasta, Eggs, Rice, Vegetables",16.22,Downtown,Debit Card,Books,True,Evening
397,2024-07-18,C4538,"Milk, Rice, Eggs",88.43,Suburbs,Debit Card,Groceries,False,Morning
398,2024-03-20,C7866,"Milk, Rice, Eggs",46.92,Rural,Cash,Household,True,Night
399,2024-04-11,C3578,"Chicken, Fruits, Pasta, Cheese, Eggs",42.86,Downtown,Mobile Payment,Books,True,Night
400,2024-07-07,C2916,"Butter, Rice, Vegetables",136.58,Suburbs,Debit Card,Groceries,False,Evening
401,2024-01-27,C7308,"Bread, Eggs, Cheese, Vegetables",153.48,Mall,Debit Card,Groceries,True,Evening
402,2024-06-15,C1534,"Butter, Vegetables, Milk, Fruits, Bread",131.24,Mall,Credit Card,Clothing,True,Morning
403,2024-11-06,C2970,"Milk, Eggs, Rice, Chicken, Butter",22.35,Mall,Credit Card,Groceries,False,Morning
404,2024-05-27,C7751,Bread,169.46,Downtown,Mobile Payment,Groceries,False,Night
405,2024-06-09,C7106,"Pasta, Chicken",167.29,Downtown,Cash,Electronics,True,Morning
406,2024-08-18,C8279,"Fruits, Vegetables, Milk",112.68,Downtown,Credit Card,Household,False,Night
407,2024-06-17,C8426,"Bread, Fruits",197.15,Mall,Cash,Household,True,Afternoon
408,2024-10-27,C2480,"Rice, Chicken, Eggs, Vegetables, Fruits",133.41,Rural,Credit Card,Electronics,True,Evening
409,2024-10-02,C2356,"Fruits, Rice, Butter, Eggs",52.15,Mall,Mobile Payment,Groceries,False,Night
410,2024-11-19,C3503,"Chicken, Eggs, Fruits, Cheese",85.56,Suburbs,Cash,Clothing,False,Afternoon
411,2024-03-02,C7858,"Butter, Fruits, Cheese, Vegetables, Pasta",18.42,Suburbs,Debit Card,Electronics,False,Morning
412,2024-07-15,C8736,"Eggs, Vegetables",61.51,Downtown,Credit Card,Groceries,False,Night
413,2024-09-10,C4113,"Chicken, Eggs, Butter, Pasta, Fruits",62.86,Rural,Cash,Groceries,True,Night
414,2024-09-07,C8070,"Fruits, Chicken, Pasta, Eggs, Cheese",70.44,Downtown,Debit Card,Electronics,False,Evening
415,2024-06-25,C3430,"Milk, Vegetables, Fruits, Bread",31.67,Downtown,Debit Card,Clothing,False,Afternoon
416,2024-04-22,C7497,Chicken,197.79,Downtown,Cash,Groceries,True,Night
417,2024-07-10,C3266,"Vegetables, Fruits, Bread, Pasta, Cheese",23.71,Downtown,Mobile Payment,Books,True,Night
418,2024-07-02,C5446,"Pasta, Fruits, Eggs, Vegetables",37.02,Mall,Credit Card,Electronics,False,Morning
419,2024-05-12,C5216,"Bread, Eggs",10.96,Mall,Cash,Groceries,False,Evening
420,2024-09-22,C2241,Vegetables,48.23,Rural,Mobile Payment,Books,True,Morning
421,2024-06-13,C5211,"Eggs, Chicken, Rice",49.37,Rural,Cash,Household,False,Night
422,2024-03-02,C7443,"Rice, Pasta, Vegetables, Cheese, Butter",151.1,Rural,Cash,Electronics,True,Night
423,2024-04-06,C8390,"Eggs, Rice",25.34,Rural,Credit Card,Electronics,False,Night
424,2024-01-22,C8775,Bread,15.18,Rural,Debit Card,Electronics,False,Morning
425,2024-01-29,C6198,"Eggs, Cheese, Milk",130.13,Suburbs,Credit Card,Clothing,False,Evening
426,2024-04-06,C9847,"Milk, Pasta, Cheese, Eggs, Chicken",180.94,Rural,Mobile Payment,Groceries,False,Evening
427,2024-06-27,C7087,"Fruits, Butter, Milk, Vegetables",115.83,Rural,Credit Card,Groceries,False,Night
428,2024-05-06,C9686,"Milk, Cheese, Fruits, Eggs",97.6,Rural,Credit Card,Electronics,False,Afternoon
429,2024-05-06,C2549,Butter,21.62,Suburbs,Credit Card,Clothing,False,Afternoon
430,2024-11-12,C8425,"Milk, Chicken, Butter, Bread, Pasta",190.81,Downtown,Credit Card,Electronics,True,Afternoon
431,2024-01-10,C8744,"Butter, Bread, Fruits",40.06,Downtown,Credit Card,Groceries,True,Night
432,2024-10-26,C4861,"Vegetables, Butter, Fruits, Eggs",86.89,Rural,Credit Card,Groceries,False,Evening
433,2024-11-25,C2335,"Rice, Eggs, Milk, Fruits, Pasta",59.2,Suburbs,Cash,Books,False,Afternoon
434,2024-04-16,C3653,"Fruits, Butter",68.04,Rural,Credit Card,Electronics,False,Night
435,2024-09-26,C7176,"Milk, Vegetables, Butter, Cheese, Fruits",150.11,Rural,Credit Card,Electronics,False,Evening
436,2024-04-27,C6097,"Butter, Eggs",114.53,Rural,Mobile Payment,Groceries,True,Night
437,2024-02-15,C4303,"Vegetables, Pasta, Cheese",184.66,Suburbs,Credit Card,Groceries,False,Night
438,2024-06-30,C6096,"Eggs, Milk, Vegetables",141.69,Rural,Debit Card,Books,True,Morning
439,2024-09-26,C4132,Bread,65.9,Mall,Mobile Payment,Books,True,Afternoon
440,2024-06-24,C9793,"Pasta, Butter, Bread, Chicken",187.23,Downtown,Mobile Payment,Clothing,True,Morning
441,2024-07-26,C4359,"Chicken, Butter, Vegetables, Milk, Bread",147.13,Downtown,Mobile Payment,Groceries,False,Night
442,2024-01-26,C2100,"Milk, Butter",58.88,Suburbs,Debit Card,Electronics,True,Morning
443,2024-04-02,C4134,Rice,31.25,Downtown,Mobile Payment,Clothing,True,Evening
444,2024-02-19,C8665,"Pasta, Eggs",146.07,Rural,Credit Card,Groceries,False,Night
445,2024-05-22,C2931,"Rice, Bread, Cheese, Butter",159.11,Rural,Credit Card,Household,False,Afternoon
446,2024-07-13,C7951,Milk,83.47,Downtown,Cash,Household,True,Morning
447,2024-01-25,C1655,"Butter, Pasta",132.25,Suburbs,Credit Card,Groceries,False,Night
448,2024-03-14,C8103,"Vegetables, Milk, Pasta",167.8,Mall,Debit Card,Electronics,True,Evening
449,2024-01-18,C8830,Vegetables,163.54,Rural,Mobile Payment,Groceries,True,Morning
450,2024-12-03,C8123,"Bread, Butter, Rice, Milk",69.79,Downtown,Mobile Payment,Electronics,False,Night
451,2024-10-10,C6658,"Eggs, Bread, Fruits, Butter",26.74,Downtown,Mobile Payment,Groceries,False,Afternoon
452,2024-02-03,C8503,"Cheese, Rice, Pasta, Bread",104.32,Downtown,Cash,Household,True,Night
453,2024-02-18,C3104,"Milk, Cheese, Vegetables, Bread",182.99,Downtown,Debit Card,Electronics,False,Morning
454,2024-05-03,C8755,Vegetables,63.15,Mall,Mobile Payment,Clothing,True,Afternoon
455,2024-03-20,C9918,Pasta,177.18,Mall,Debit Card,Groceries,True,Afternoon
456,2024-05-28,C7304,Vegetables,43.16,Downtown,Cash,Household,False,Evening
457,2024-09-03,C8410,"Vegetables, Bread",68.86,Rural,Cash,Household,True,Evening
458,2024-05-18,C9643,"Chicken, Pasta, Milk, Vegetables, Rice",38.6,Rural,Mobile Payment,Clothing,False,Night
459,2024-05-23,C5054,"Butter, Chicken, Fruits, Rice, Bread",149.08,Suburbs,Debit Card,Household,False,Evening
460,2024-06-11,C6494,Milk,107.22,Mall,Cash,Groceries,True,Night
461,2024-08-04,C9641,"Vegetables, Cheese, Bread",78.99,Suburbs,Credit Card,Books,True,Afternoon
462,2024-08-01,C9650,"Cheese, Butter, Rice, Chicken",58.69,Rural,Mobile Payment,Clothing,False,Afternoon
463,2024-10-10,C8236,"Chicken, Cheese, Pasta",93.66,Downtown,Credit Card,Electronics,True,Night
464,2024-08-10,C4732,Milk,94.41,Suburbs,Debit Card,Clothing,False,Afternoon
465,2024-11-12,C9916,"Eggs, Chicken, Butter",64.18,Downtown,Cash,Books,True,Evening
466,2024-06-04,C6324,"Pasta, Cheese, Fruits",84.11,Suburbs,Mobile Payment,Household,False,Evening
467,2024-05-05,C8819,Rice,88.02,Downtown,Mobile Payment,Electronics,True,Afternoon
468,2024-06-13,C7331,"Eggs, Rice, Butter, Pasta",84.1,Rural,Credit Card,Clothing,True,Morning
469,2024-07-11,C3486,Bread,104.91,Suburbs,Credit Card,Groceries,True,Night
470,2024-03-26,C6420,"Rice, Butter",131.83,Downtown,Mobile Payment,Groceries,False,Afternoon
471,2024-10-06,C8732,"Milk, Rice, Vegetables, Bread",111.44,Mall,Mobile Payment,Books,True,Evening
472,2024-03-23,C8925,"Chicken, Vegetables",100.84,Mall,Mobile Payment,Books,True,Night
473,2024-09-15,C7010,"Milk, Rice, Chicken, Bread, Vegetables",40.99,Mall,Cash,Books,False,Morning
474,2024-11-02,C4810,Eggs,57.36,Mall,Mobile Payment,Household,True,Night
475,2024-01-19,C4600,"Fruits, Butter, Milk, Pasta, Eggs",96.7,Mall,Mobile Payment,Groceries,False,Afternoon
476,2024-03-04,C5548,"Rice, Milk",7.64,Rural,Cash,Electronics,False,Evening
477,2024-02-29,C4780,"Vegetables, Bread, Eggs",123.81,Downtown,Cash,Clothing,False,Morning
478,2024-08-22,C6770,"Pasta, Eggs, Chicken, Fruits",54.2,Downtown,Cash,Electronics,True,Morning
479,2024-11-19,C1865,"Butter, Rice",65.25,Mall,Debit Card,Clothing,False,Evening
480,2024-05-14,C7993,Bread,106.26,Rural,Cash,Electronics,True,Afternoon
481,2024-05-18,C7960,Chicken,160.4,Suburbs,Credit Card,Groceries,False,Evening
482,2024-01-14,C9553,"Cheese, Pasta, Rice, Butter, Milk",121.75,Rural,Cash,Household,True,Night
483,2024-11-22,C9555,"Milk, Butter, Fruits",76.02,Mall,Cash,Clothing,False,Night
484,2024-06-29,C8474,"Fruits, Bread",38.34,Suburbs,Mobile Payment,Household,True,Night
485,2024-09-25,C2459,Rice,72.38,Suburbs,Cash,Books,True,Night
486,2024-09-27,C7326,"Cheese, Butter, Vegetables, Fruits",79.98,Downtown,Cash,Books,True,Evening
487,2024-05-22,C7398,"Butter, Bread, Chicken, Pasta",182.52,Suburbs,Credit Card,Clothing,True,Morning
488,2024-12-01,C6404,"Rice, Milk, Butter",124.24,Suburbs,Credit Card,Groceries,False,Night
489,2024-08-30,C6062,"Cheese, Eggs, Bread, Fruits",135.56,Rural,Mobile Payment,Household,True,Night
490,2024-01-20,C4518,"Fruits, Cheese, Vegetables",194.97,Downtown,Cash,Electronics,False,Afternoon
